chnm	casn	gene_name	assay_name	assay_format_type	assay_source_name	organism	logc	resp	idx
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	0.84509804	0.085693163	359
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	1.301029996	0.05478358	360
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	1.77815125	0.068473546	361
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	2.301029996	-0.00376683	362
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	-1.096910013	0.099601145	845
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	-0.522878745	0.047337395	846
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	-0.096910013	0.063498306	847
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	0.301029996	-0.229515257	848
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	0.84509804	0.018872011	849
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	1.301029996	0.01491942	850
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	1.77815125	0.120427943	851
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	2.301029996	-0.016090667	852
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	-1.096910013	0.099601145	853
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	-0.522878745	0.047337395	854
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	-0.096910013	0.063498306	855
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	0.301029996	-0.229515257	856
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	0.84509804	0.018872011	857
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	1.301029996	0.01491942	858
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	1.77815125	0.120427943	859
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	2.301029996	-0.016090667	860
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	-1.096910013	0.092157445	990
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	-0.522878745	0.03942548	991
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	-0.096910013	-0.028123601	992
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	0.301029996	-0.016808288	993
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	0.84509804	0.03471145	994
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	1.301029996	0.015106892	995
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	1.77815125	0.055566369	996
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	2.301029996	-0.007633325	997
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	-1.096910013	0.092157445	998
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	-0.522878745	0.03942548	999
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	-0.096910013	-0.028123601	1000
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	0.301029996	-0.016808288	1001
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	0.84509804	0.03471145	1002
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	1.301029996	0.015106892	1003
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	1.77815125	0.055566369	1004
17-Methyltestosterone	58-18-4	GATA binding protein 1 (globin transcription factor 1)	ATG_CIS	cell-based	ATG	human	2.301029996	-0.007633325	1005
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1	-4.262106713	2821
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1.22184875	-1.475919971	2822
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1.522878745	-2.748306958	2823
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2	0.751901278	2824
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2.301029996	-0.519895589	2825
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2.698970004	0.984514311	2826
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-3	-1.335359541	2827
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-3.301029996	0.519895589	2828
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.602059991	54.07049084	2829
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.301029996	51.82994028	2830
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.903089987	37.30023192	2831
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.477121255	19.47691678	2832
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.301029996	7.360055845	2833
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.15490196	0.202245721	2834
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.522878745	-4.991372264	2835
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.602059991	59.59140536	2836
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.301029996	48.16204778	2837
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.903089987	30.27067533	2838
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.477121255	10.86374995	2839
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.301029996	2.18549393	2840
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.15490196	1.04267093	2841
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.522878745	1.427290844	2842
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2.301029996	-0.599746233	2843
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2.698970004	-0.016816316	2844
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-3	0.016816316	2845
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-3.301029996	0.302860176	2846
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2	0.089687923	2847
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1	0.292599039	2848
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1.22184875	-0.374742801	2849
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1.522878745	-0.696882573	2850
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.602059991	57.307298	2851
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.301029996	45.95228318	2852
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.903089987	26.7600451	2853
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.477121255	8.253087588	2854
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.301029996	0.386212327	2855
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.15490196	-0.652550747	2856
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.522878745	-0.405315023	2857
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1	-0.882952104	2858
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1.22184875	-0.376322631	2859
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1.522878745	-0.542483259	2860
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2	0.098012689	2861
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2.301029996	0.652007039	2862
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2.698970004	-0.319818359	2863
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-3	-0.420238427	2864
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-3.301029996	0.319818359	2865
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1	-4.262106713	2866
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1.22184875	-1.475919971	2867
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1.522878745	-2.748306958	2868
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2	0.751901278	2869
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2.301029996	-0.519895589	2870
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2.698970004	0.984514311	2871
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-3	-1.335359541	2872
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-3.301029996	0.519895589	2873
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.602059991	54.07049084	2874
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.301029996	51.82994028	2875
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.903089987	37.30023192	2876
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.477121255	19.47691678	2877
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.301029996	7.360055845	2878
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.15490196	0.202245721	2879
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.522878745	-4.991372264	2880
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.602059991	59.59140536	2881
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.301029996	48.16204778	2882
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.903089987	30.27067533	2883
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.477121255	10.86374995	2884
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.301029996	2.18549393	2885
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.15490196	1.04267093	2886
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.522878745	1.427290844	2887
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2.301029996	-0.599746233	2888
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2.698970004	-0.016816316	2889
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-3	0.016816316	2890
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-3.301029996	0.302860176	2891
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2	0.089687923	2892
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1	0.292599039	2893
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1.22184875	-0.374742801	2894
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1.522878745	-0.696882573	2895
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.602059991	57.307298	2896
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.301029996	45.95228318	2897
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.903089987	26.7600451	2898
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.477121255	8.253087588	2899
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.301029996	0.386212327	2900
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.15490196	-0.652550747	2901
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.522878745	-0.405315023	2902
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1	-0.882952104	2903
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1.22184875	-0.376322631	2904
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1.522878745	-0.542483259	2905
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2	0.098012689	2906
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2.301029996	0.652007039	2907
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2.698970004	-0.319818359	2908
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-3	-0.420238427	2909
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-3.301029996	0.319818359	2910
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1	-9.308436094	2911
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1.22184875	-0.444071395	2912
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1.522878745	-1.456290809	2913
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2	-3.210473202	2914
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2.301029996	-1.822949621	2915
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2.698970004	0.706996715	2916
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-3	1.487010198	2917
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-3.301029996	-0.706996715	2918
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.602059991	62.31597279	2919
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.301029996	57.04798898	2920
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.903089987	42.41202855	2921
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.477121255	21.16742742	2922
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.301029996	8.95061463	2923
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.15490196	4.761252338	2924
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.522878745	-0.895768082	2925
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.602059991	58.29419379	2926
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.301029996	57.32670825	2927
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.903089987	34.43859508	2928
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.477121255	10.56509271	2929
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.301029996	2.379351437	2930
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.15490196	2.449646563	2931
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.522878745	0.698505404	2932
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2.301029996	0.366593798	2933
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2.698970004	-0.366593798	2934
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-3	-0.403194592	2935
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-3.301029996	0.510355664	2936
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-2	0.453265004	2937
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1	1.255649232	2938
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1.22184875	0.576369475	2939
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1.522878745	1.428100643	2940
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.602059991	57.50234284	2941
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	1.301029996	52.40486321	2942
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.903089987	29.42568015	2943
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.477121255	8.225257794	2944
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	0.301029996	1.694182127	2945
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.15490196	1.764796734	2946
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-0.522878745	0.678677841	2947
17-Methyltestosterone	58-18-4	estrogen receptor 1	TOX21_ERa_BLA_Agonist	cell-based	TOX21	human	-1	0.237411232	2948
